make,model,year,fuel,hp,cylinders,transmission,drive,doors,size,style,highway_mpg,city_mpg,popularity,price
Mercedes-Benz,SLK-Class,2014,premium unleaded (required),201.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,32,22,617,43525
Lincoln,MKX,2015,regular unleaded,305.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,17,61,40850
Subaru,Forester,2016,premium unleaded (required),250.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28,23,640,29195
Lincoln,LS,2005,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,22,16,61,43590
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,1385,30000
Subaru,Legacy,2017,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,34,25,640,23995
Ford,F-150,2016,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,25,18,5657,26540
Chrysler,PT Cruiser,2008,regular unleaded,150.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,26,21,1013,18430
Volkswagen,Corrado,1992,regular unleaded,158.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,26,18,873,2000
Buick,Envision,2017,premium unleaded (recommended),252.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,26,20,155,44960
Dodge,Challenger,2017,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,23,15,1851,32890
Land Rover,Range Rover,2015,flex-fuel (premium unleaded required/E85),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,23,17,258,98995
Mazda,RX-8,2011,premium unleaded (required),212.0,5.658831430490262,AUTOMATIC,rear wheel drive,4.0,Compact,Coupe,23,16,586,32960
Bentley,Arnage,2008,premium unleaded (required),450.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,15,9,520,263990
BMW,4 Series,2017,premium unleaded (recommended),320.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,32,21,3916,48500
Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,26,19,1385,21775
Ferrari,575M,2002,premium unleaded (required),515.0,12.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,15,9,2774,214670
BMW,2 Series,2017,premium unleaded (recommended),335.0,6.0,AUTOMATIC,all wheel drive,2.0,Compact,Convertible,32,21,3916,51050
Honda,Ridgeline,2014,regular unleaded,250.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,2202,32380
Chevrolet,City Express,2017,regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,26,24,1385,22405
Volkswagen,Beetle Convertible,2014,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,32,24,873,27295
Infiniti,Q70,2014,premium unleaded (required),330.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,24,17,190,51750
Kia,Forte,2016,regular unleaded,145.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,37,25,1720,15990
Toyota,Tundra,2015,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,2031,41385
Honda,Fit,2015,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,38,32,2202,20925
Lincoln,MKX,2017,regular unleaded,303.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,16,61,48055
Chevrolet,Beretta,1994,regular unleaded,120.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,31,22,1385,2000
Buick,Lucerne,2011,premium unleaded (recommended),292.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,23,15,155,44460
Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,20,14,1624,85795
Suzuki,Aerio,2006,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,28,22,481,15299
Mazda,Protege,2001,regular unleaded,130.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,28,22,586,15535
Dodge,Dakota,2008,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,20,15,1851,26170
Dodge,Ram 50 Pickup,1991,regular unleaded,143.0,6.0,MANUAL,four wheel drive,2.0,Compact,Regular Cab Pickup,20,15,1851,2000
Volvo,940,1995,regular unleaded,162.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Wagon,22,17,870,2000
Ford,F-150,2017,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,25,18,5657,32210
Ford,Explorer Sport Trac,2010,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,14,5657,28210
GMC,Sierra 1500,2016,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,22,17,549,35370
Mercedes-Benz,C-Class,2017,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,34,24,617,39500
Mazda,B-Series Truck,2008,regular unleaded,207.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,17,14,586,26590
Mitsubishi,Raider,2009,regular unleaded,210.0,6.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,20,16,436,21135
GMC,Acadia,2016,regular unleaded,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,15,549,43020
Chevrolet,HHR,2009,flex-fuel (unleaded/E85),155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,32,22,1385,18720
Ford,Fiesta,2017,regular unleaded,120.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,36,27,5657,19120
Honda,Insight,2012,regular unleaded,98.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,44,41,2202,20275
Toyota,Camry Solara,2008,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,18,2031,24780
Audi,A6,2015,premium unleaded (recommended),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,20,3105,46900
Mazda,2,2012,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,29,586,16020
Chevrolet,Prizm,2000,regular unleaded,125.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,34,27,1385,2130
Mazda,MX-3,1994,regular unleaded,130.0,6.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,26,20,586,2000
Ford,F-150,2017,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,22,15,5657,52835
Mitsubishi,Outlander Sport,2015,regular unleaded,168.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,26,23,436,22695
Saab,9000,1996,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,24,16,376,2000
Dodge,Magnum,2006,regular unleaded,340.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,23,15,1851,30855
Toyota,Tacoma,2015,regular unleaded,159.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,24,19,2031,22525
Subaru,Outback,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,33,25,640,30695
Volvo,960,1995,regular unleaded,181.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,23,15,870,2000
Dodge,Intrepid,2004,regular unleaded,244.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,25,16,1851,25105
Mercedes-Benz,CL-Class,2012,premium unleaded (required),536.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,22,15,617,151500
Chevrolet,Cobalt,2009,premium unleaded (recommended),260.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,30,22,1385,23425
Nissan,Pathfinder,2017,regular unleaded,284.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,27,20,2009,36100
Land Rover,Freelander,2003,regular unleaded,174.0,6.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,19,15,258,31575
Ferrari,360,2004,premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,15,10,2774,147332
Honda,CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,33,26,2202,30895
Lexus,IS 250,2014,premium unleaded (required),204.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,27,20,454,38635
Nissan,Truck,1995,regular unleaded,153.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,20,16,2009,2000
Ford,F-250,1999,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,17,13,5657,2922
Toyota,Camry,2016,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,25,2031,23840
Porsche,911,2016,premium unleaded (required),560.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Coupe,24,17,1715,182700
Toyota,Prius,2017,regular unleaded,121.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,50,54,2031,28115
Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,19,15,5657,61061
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26,19,2009,34870
Lexus,GS F,2016,premium unleaded (required),467.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,24,16,454,84440
Chevrolet,Tahoe,2015,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,22,16,1385,54505
Mitsubishi,Eclipse Spyder,2010,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,24,16,436,32599
Maserati,Quattroporte,2016,premium unleaded (required),404.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,23,16,238,107900
BMW,1 Series,2013,premium unleaded (required),320.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25,18,3916,48250
Infiniti,M,2012,premium unleaded (required),330.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,24,17,190,49850
Dodge,RAM 250,1992,regular unleaded,230.0,8.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,15,12,1851,2000
Ford,Focus RS,2017,premium unleaded (recommended),350.0,4.0,MANUAL,all wheel drive,4.0,Compact,4dr Hatchback,25,19,5657,36120
BMW,M,2002,premium unleaded (required),315.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,17,3916,44990
BMW,5 Series Gran Turismo,2015,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,4dr Hatchback,24,16,3916,71400
Mazda,Protege,2002,regular unleaded,130.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,28,22,586,15700
Audi,TTS,2016,premium unleaded (required),292.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Coupe,27,23,3105,51900
Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28,22,2031,33230
GMC,Safari,2003,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Minivan,19,14,549,23690
Ford,F-150,2017,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,56555
Mitsubishi,Eclipse,2011,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,28,20,436,24699
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,20,14,5657,47330
Hyundai,Veloster,2016,regular unleaded,201.0,4.0,AUTOMATED_MANUAL,front wheel drive,3.0,Compact,2dr Hatchback,33,27,1439,23800
Chevrolet,Cruze,2016,regular unleaded,153.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,41,29,1385,18120
Mitsubishi,Expo,1994,regular unleaded,113.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,27,21,436,2000
Oldsmobile,Cutlass Ciera,1993,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,26,18,26,2000
BMW,6 Series Gran Coupe,2016,premium unleaded (required),445.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,25,17,3916,90900
HUMMER,H3,2009,regular unleaded,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,16,13,130,41705
GMC,Yukon,2017,premium unleaded (recommended),420.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,20,15,549,68965
Ford,Transit Wagon,2015,flex-fuel (unleaded/E85),275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,19,14,5657,39080
Aston Martin,DB7,2003,premium unleaded (required),420.0,12.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,18,11,259,156300
Dodge,Dart,2016,regular unleaded,160.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,39,27,1851,19495
Ford,Fiesta,2016,regular unleaded,120.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,27,5657,16110
Nissan,350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,23,17,2009,41980
GMC,Sonoma,2002,flex-fuel (unleaded/E85),120.0,4.0,MANUAL,rear wheel drive,3.0,Compact,Extended Cab Pickup,25,19,549,15957
Dodge,Stratus,2005,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,26,19,1851,20255
Nissan,Armada,2015,regular unleaded,317.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,19,13,2009,43600
GMC,Sierra 1500 Hybrid,2013,regular unleaded,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,48335
Nissan,Armada,2017,regular unleaded,390.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,19,14,2009,44900
GMC,Jimmy,1999,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,19,14,549,2377
Chevrolet,Suburban,2017,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,23,16,1385,55045
Chevrolet,Spark,2015,regular unleaded,84.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,39,31,1385,15440
Buick,Enclave,2015,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,155,43450
BMW,5 Series,2016,premium unleaded (required),443.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,25,17,3916,66300
Kia,Sedona,2017,regular unleaded,276.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,22,17,1720,41900
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,22,17,1385,33550
Hyundai,Accent,2015,regular unleaded,137.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,38,27,1439,16495
Honda,Pilot,2015,regular unleaded,250.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,24,17,2202,38570
Tesla,Model S,2016,electric,253.21666853869482,0.0,DIRECT_DRIVE,rear wheel drive,4.0,Large,Sedan,90,88,1391,70000
Scion,tC,2015,regular unleaded,179.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,23,105,19210
Ford,F-150 SVT Lightning,2000,regular unleaded,360.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,15,12,5657,5860
Dodge,Caliber,2010,regular unleaded,172.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,29,23,1851,20555
Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,18,2009,38070
Volkswagen,Jetta SportWagen,2013,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Wagon,39,29,873,28695
Mazda,RX-8,2010,premium unleaded (required),212.0,5.658831430490262,AUTOMATIC,rear wheel drive,4.0,Compact,Coupe,23,16,586,32810
Chevrolet,Cavalier,2004,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,33,23,1385,17410
Volkswagen,e-Golf,2016,electric,115.0,5.658831430490262,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,105,126,873,28995
Infiniti,QX60,2016,premium unleaded (recommended),250.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,28,25,190,53450
Mitsubishi,Raider,2009,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,20,15,436,24235
Saab,9000,1997,regular unleaded,200.0,4.0,MANUAL,front wheel drive,4.0,Midsize,4dr Hatchback,26,18,376,2084
Volvo,850,1996,regular unleaded,222.0,5.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,24,17,870,2000
Cadillac,Escalade,2016,premium unleaded (recommended),420.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,21,15,1624,84145
Acura,MDX,2015,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20,204,48840
Volvo,V60,2015,regular unleaded,325.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,28,19,870,45150
Chrysler,300,2016,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31,19,1013,35595
Subaru,B9 Tribeca,2007,premium unleaded (required),245.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,640,31995
Acura,MDX,2015,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,27,18,204,50840
Ford,Edge,2015,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28,20,5657,33495
Rolls-Royce,Silver Seraph,2001,premium unleaded (required),322.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,15,11,86,219900
Nissan,Truck,1996,regular unleaded,134.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,24,19,2009,2000
Mercedes-Benz,E-Class,2016,premium unleaded (required),329.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,29,20,617,62250
Volkswagen,Beetle Convertible,2014,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,32,24,873,25170
Mitsubishi,Expo,1994,regular unleaded,136.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,25,19,436,2000
Suzuki,Esteem,2001,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,30,23,481,15799
GMC,Terrain,2015,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,29,20,549,29810
Acura,ILX,2017,premium unleaded (recommended),201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,35,25,204,27990
Suzuki,SX4,2012,regular unleaded,150.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,33,23,481,15495
Volvo,V60,2016,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,29,25,870,36150
Mazda,Millenia,2002,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24,17,586,28875
Chrysler,Le Baron,1993,regular unleaded,141.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,26,18,1013,2000
Lincoln,MKS,2016,regular unleaded,350.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,24,17,61,41005
Kia,K900,2016,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,23,15,1720,61900
Ford,Mustang SVT Cobra,1997,regular unleaded,305.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,24,16,5657,3206
Chevrolet,TrailBlazer EXT,2005,regular unleaded,275.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,17,12,1385,32515
Rolls-Royce,Corniche,2001,premium unleaded (required),325.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Convertible,15,10,86,359990
GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,14,549,31115
Chevrolet,Aveo,2009,regular unleaded,107.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,34,27,1385,11965
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25,16,1385,64450
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,27375
Ford,Transit Wagon,2017,flex-fuel (unleaded/E85),275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,19,14,5657,37120
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,22,17,1385,35590
GMC,Canyon,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,26,18,549,27385
Chevrolet,TrailBlazer EXT,2006,regular unleaded,291.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,19,14,1385,30230
Honda,Element,2010,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,24,19,2202,23885
Mitsubishi,Expo,1994,regular unleaded,136.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,24,18,436,2000
BMW,M4,2016,premium unleaded (required),425.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,26,17,3916,65700
Land Rover,Range Rover Evoque,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,2.0,Compact,2dr SUV,30,21,258,49900
Nissan,Frontier,2015,regular unleaded,261.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,22,16,2009,24190
Chrysler,Voyager,2002,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,24,17,1013,16430
Pontiac,Grand Am,2004,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,33,23,210,17070
Ford,Fusion Hybrid,2015,regular unleaded,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,41,44,5657,32330
Cadillac,SRX,2015,regular unleaded,308.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,16,1624,46135
Porsche,Cayman,2015,premium unleaded (required),275.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,30,20,1715,52600
GMC,Savana,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,16,11,549,36715
GMC,Sierra 1500 Hybrid,2012,regular unleaded,332.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,49990
Hyundai,Santa Fe Sport,2017,regular unleaded,265.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,26,19,1439,33450
Pontiac,Sunfire,2005,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,32,23,210,15205
Chevrolet,Cruze,2017,regular unleaded,153.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,39,28,1385,16975
Lexus,CT 200h,2015,regular unleaded,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,40,43,454,32200
Chevrolet,S-10,2002,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Regular Cab Pickup,20,15,1385,18519
Buick,LaCrosse,2017,regular unleaded,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,31,21,155,41065
Mazda,Truck,2003,regular unleaded,207.0,6.0,MANUAL,four wheel drive,2.0,Compact,Extended Cab Pickup,17,14,586,19975
Cadillac,STS,2011,regular unleaded,302.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,27,18,1624,47280
BMW,8 Series,1996,regular unleaded,282.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,19,14,3916,5680
GMC,Acadia,2016,regular unleaded,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22,15,549,36755
Ford,F-150 Heritage,2004,regular unleaded,231.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,5657,26460
Audi,A5,2016,premium unleaded (required),220.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,29,21,3105,50200
Nissan,Sentra,2016,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,29,2009,20410
Chevrolet,Traverse,2016,regular unleaded,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22,15,1385,36505
Pontiac,Montana SV6,2006,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23,16,210,24250
Audi,RS 6,2003,premium unleaded (required),450.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,20,14,3105,82700
Toyota,Yaris,2015,regular unleaded,106.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,36,30,2031,17620
Mazda,3,2016,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,41,29,586,22545
